YYYYMMDD,SystemsCount,,,,,
20080501,5065,,,,,
20080502,4102,,,,,
20080505,2979,,,,,
20080506,3178,,,,,
20080507,2564,,,,,
20080508,3249,,,,,
20080509,3928,,,,,
20080512,2890,,,,,
20080513,3526,,,,,
20080514,2592,,,,,
20080515,3376,,,,,
20080516,3352,,,,,
20080519,3578,,,,,
20080520,3166,,,,,
20080521,2410,,,,,
20080522,2708,,,,,
20080523,3152,,,,,
20080526,4793,,,,,
20080527,4368,,,,,
20080528,3320,,,,,
20080529,1180,,,,,
20080530,5327,,,,,
20080602,5489,,,,,
20080603,5621,,,,,
20080604,5629,,,,,
20080605,5651,,,,,
20080606,5616,,,,,
20080609,5659,,,,,
20080610,5671,,,,,
20080611,5688,,,,,
20080612,5690,,,,,
20080613,5660,,,,,
20080616,5702,,,,,
20080617,5723,,,,,
20080618,5729,,,,,
20080619,5739,,,,,
20080620,3140,,,,,
20080623,1148,,,,,
20080624,5534,,,,,
20080625,5786,,,,,
20080626,5518,,,,,
20080627,5754,,,,,
20080630,5147,,,,,
20080701,5376,,,,,
20080702,5553,,,,,
20080703,5855,,,,,
20080704,5839,,,,,
20080707,5881,,,,,
20080708,5892,,,,,
20080709,5842,,,,,
20080710,5905,,,,,
20080711,5887,,,,,
20080714,5929,,,,,
20080715,5928,,,,,
20080716,5936,,,,,
20080717,5956,,,,,
20080718,5936,,,,,
20080721,5968,,,,,
20080722,5978,,,,,
20080723,5991,,,,,
20080724,5995,,,,,
20080725,5979,,,,,
20080728,6009,,,,,
20080729,6024,,,,,
20080730,6024,,,,,
20080731,6037,,,,,
20080801,6024,,,,,
20080804,6064,,,,,
20080805,6071,,,,,
20080806,6075,,,,,
20080807,6098,,,,,
20080808,6074,,,,,
20080811,6101,,,,,
20080812,6111,,,,,
20080813,6122,,,,,
20080814,6121,,,,,
20080815,6096,,,,,
20080818,6140,,,,,
20080819,6164,,,,,
20080820,6159,,,,,
20080821,6170,,,,,
20080822,6158,,,,,
20080825,6197,,,,,
20080826,6197,,,,,
20080827,6204,,,,,
20080828,6223,,,,,
20080829,6181,,,,,
20080901,6232,,,,,
20080902,6242,,,,,
20080903,6259,,,,,
20080904,6260,,,,,
20080905,6243,,,,,
20080908,6274,,,,,
20080909,6290,,,,,
20080910,6287,,,,,
20080911,6296,,,,,
20080912,6295,,,,,
20080915,6326,,,,,
20080916,6324,,,,,
20080917,6328,,,,,
20080918,6351,,,,,
20080919,6314,,,,,
20080922,6366,,,,,
20080923,6377,,,,,
20080924,6396,,,,,
20080925,6399,,,,,
20080926,6398,,,,,
20080929,6410,,,,,
20080930,6436,,,,,
20081001,6434,,,,,
20081002,6445,,,,,
20081003,6448,,,,,
20081006,6471,,,,,
20081007,6472,,,,,
20081008,6480,,,,,
20081009,6504,,,,,
20081010,6474,,,,,
20081013,6512,,,,,
20081014,6524,,,,,
20081015,5132,,,,,
20081016,6555,,,,,
20081017,6511,,,,,
20081020,6570,,,,,
20081021,6590,,,,,
20081022,6585,,,,,
20081023,6598,,,,,
20081024,6592,,,,,
20081027,6629,,,,,
20081028,6632,,,,,
20081029,6633,,,,,
20081030,6655,,,,,
20081031,6631,,,,,
20081103,6665,,,,,
20081104,6685,,,,,
20081105,6679,,,,,
20081106,6690,,,,,
20081107,6682,,,,,
20081110,6737,,,,,
20081111,6740,,,,,
20081112,6744,,,,,
20081113,6762,,,,,
20081114,6737,,,,,
20081117,6769,,,,,
20081118,6777,,,,,
20081119,6789,,,,,
20081120,6797,,,,,
20081121,6778,,,,,
20081124,6812,,,,,
20081125,6831,,,,,
20081126,6827,,,,,
20081127,6835,,,,,
20081128,6818,,,,,
20081201,6858,,,,,
20081202,6859,,,,,
20081203,6867,,,,,
20081204,6885,,,,,
20081205,6858,,,,,
20081208,6892,,,,,
20081209,6897,,,,,
20081210,6912,,,,,
20081211,6915,,,,,
20081212,6891,,,,,
20081215,6923,,,,,
20081216,6938,,,,,
20081217,6934,,,,,
20081218,6946,,,,,
20081219,6911,,,,,
20081222,6974,,,,,
20081223,6972,,,,,
20081224,6974,,,,,
20081225,6990,,,,,
20081226,6967,,,,,
20081229,6994,,,,,
20081230,7009,,,,,
20081231,7004,,,,,
20090101,7020,,,,,
20090102,7017,,,,,
20090105,7060,,,,,
20090106,7057,,,,,
20090107,5095,,,,,
20090108,7078,,,,,
20090109,7078,,,,,
20090112,7120,,,,,
20090113,7119,,,,,
20090114,7125,,,,,
20090115,7144,,,,,
20090116,7112,,,,,
20090119,7159,,,,,
20090120,7178,,,,,
20090121,7175,,,,,
20090122,7189,,,,,
20090123,7178,,,,,
20090126,7213,,,,,
20090127,7211,,,,,
20090128,7215,,,,,
20090129,7234,,,,,
20090130,7216,,,,,
20090202,7246,,,,,
20090203,7261,,,,,
20090204,7255,,,,,
20090205,7271,,,,,
20090206,7267,,,,,
20090209,7297,,,,,
20090210,7301,,,,,
20090211,7303,,,,,
20090212,7329,,,,,
20090213,7306,,,,,
20090216,7344,,,,,
20090217,7358,,,,,
20090218,7355,,,,,
20090219,7362,,,,,
20090220,7355,,,,,
20090223,7392,,,,,
20090224,7394,,,,,
20090225,7405,,,,,
20090226,7433,,,,,
20090227,7413,,,,,
20090302,7444,,,,,
20090303,7469,,,,,
20090304,7467,,,,,
20090305,7479,,,,,
20090306,7472,,,,,
20090309,7509,,,,,
20090310,7511,,,,,
20090311,7524,,,,,
20090312,7544,,,,,
20090313,7517,,,,,
20090316,7566,,,,,
20090317,7048,,,,,
20090318,7577,,,,,
20090319,7581,,,,,
20090320,7575,,,,,
20090323,7604,,,,,
20090324,7601,,,,,
20090325,7608,,,,,
20090326,7636,,,,,
20090327,7624,,,,,
20090330,7657,,,,,
20090331,7664,,,,,
20090401,7671,,,,,
20090402,7682,,,,,
20090403,7667,,,,,
20090406,7700,,,,,
20090407,7710,,,,,
20090408,7717,,,,,
20090409,7733,,,,,
20090410,7727,,,,,
20090413,7754,,,,,
20090414,7764,,,,,
20090415,7767,,,,,
20090416,7782,,,,,
20090417,7770,,,,,
20090420,7802,,,,,
20090421,7809,,,,,
20090422,7816,,,,,
20090423,7829,,,,,
20090424,7808,,,,,
20090427,6283,,,,,
20090428,7872,,,,,
20090429,7877,,,,,
20090430,7888,,,,,
20090501,7876,,,,,
20090504,7910,,,,,
20090505,7919,,,,,
20090506,7930,,,,,
20090507,7940,,,,,
20090508,7924,,,,,
20090511,7961,,,,,
20090512,7977,,,,,
20090513,7985,,,,,
20090514,7999,,,,,
20090515,7985,,,,,
20090518,8021,,,,,
20090519,8027,,,,,
20090520,8038,,,,,
20090521,8054,,,,,
20090522,8034,,,,,
20090525,8070,,,,,
20090526,8079,,,,,
20090527,8084,,,,,
20090528,8097,,,,,
20090529,8093,,,,,
20090601,8131,,,,,
20090602,8145,,,,,
20090603,8149,,,,,
20090604,8163,,,,,
20090605,8152,,,,,
20090608,8176,,,,,
20090609,8189,,,,,
20090610,8196,,,,,
20090611,8213,,,,,
20090612,8194,,,,,
20090615,8231,,,,,
20090616,8239,,,,,
20090617,8246,,,,,
20090618,8254,,,,,
20090619,8236,,,,,
20090622,8274,,,,,
20090623,8286,,,,,
20090624,8292,,,,,
20090625,8302,,,,,
20090626,8298,,,,,
20090629,8329,,,,,
20090630,8339,,,,,
20090701,8343,,,,,
20090702,8355,,,,,
20090703,8348,,,,,
20090706,8374,,,,,
20090707,8380,,,,,
20090708,8384,,,,,
20090709,8395,,,,,
20090710,8387,,,,,
20090713,8423,,,,,
20090714,8432,,,,,
20090715,8438,,,,,
20090716,8455,,,,,
20090717,8440,,,,,
20090720,8481,,,,,
20090721,8490,,,,,
20090722,8492,,,,,
20090723,8506,,,,,
20090724,8481,,,,,
20090727,8522,,,,,
20090728,8538,,,,,
20090729,8541,,,,,
20090730,8557,,,,,
20090731,8542,,,,,
20090803,8586,,,,,
20090804,8609,,,,,
20090805,8526,,,,,
20090806,6269,,,,,
20090807,8596,,,,,
20090810,8641,,,,,
20090811,8015,,,,,
20090812,7523,,,,,
20090813,8696,,,,,
20090814,8699,,,,,
20090817,7745,,,,,
20090818,8724,,,,,
20090819,6102,,,,,
20090820,5661,,,,,
20090821,6341,,,,,
20090824,5441,,,,,
20090825,5213,,,,,
20090826,4702,,,,,
20090827,6934,,,,,
20090828,5155,,,,,
20090831,6743,,,,,
20090901,5842,,,,,
20090902,4006,,,,,
20090903,5058,,,,,
20090904,8398,,,,,
20090907,8872,,,,,
20090908,6804,,,,,
20090909,4754,,,,,
20090910,3684,,,,,
20090911,5398,,,,,
20090914,5380,,,,,
20090915,4166,,,,,
20090916,7835,,,,,
20090917,6565,,,,,
20090918,4331,,,,,
20090921,7702,,,,,
20090922,7273,,,,,
20090923,8992,,,,,
20090924,9002,,,,,
20090925,9004,,,,,
20090928,9021,,,,,
20090929,9037,,,,,
20090930,9042,,,,,
20091001,9058,,,,,
20091002,9068,,,,,
20091005,9088,,,,,
20091006,9100,,,,,
20091007,2971,,,,,
20091008,9124,,,,,
20091009,9116,,,,,
20091012,9145,,,,,
20091013,9164,,,,,
20091014,9171,,,,,
20091015,9182,,,,,
20091016,9186,,,,,
20091019,9199,,,,,
20091020,9214,,,,,
20091021,9220,,,,,
20091022,9239,,,,,
20091023,9217,,,,,
20091026,9262,,,,,
20091027,9270,,,,,
20091028,9280,,,,,
20091029,9297,,,,,
20091030,9293,,,,,
20091102,9342,,,,,
20091103,9363,,,,,
20091104,9376,,,,,
20091105,9396,,,,,
20091106,9390,,,,,
20091109,9421,,,,,
20091110,9443,,,,,
20091111,9455,,,,,
20091112,9472,,,,,
20091113,9469,,,,,
20091116,9492,,,,,
20091117,9505,,,,,
20091118,9512,,,,,
20091119,9524,,,,,
20091120,9518,,,,,
20091123,9554,,,,,
20091124,9574,,,,,
20091125,9582,,,,,
20091126,9592,,,,,
20091127,9581,,,,,
20091130,9610,,,,,
20091201,9630,,,,,
20091202,9636,,,,,
20091203,9653,,,,,
20091204,9641,,,,,
20091207,9682,,,,,
20091208,9703,,,,,
20091209,9718,,,,,
20091210,9731,,,,,
20091211,9728,,,,,
20091214,9755,,,,,
20091215,9770,,,,,
20091216,9775,,,,,
20091217,9791,,,,,
20091218,9778,,,,,
20091221,9815,,,,,
20091222,9826,,,,,
20091223,9830,,,,,
20091224,9846,,,,,
20091225,9834,,,,,
20091228,9860,,,,,
20091229,9874,,,,,
20091230,9887,,,,,
20091231,9901,,,,,
20100101,9894,,,,,
20100104,9939,,,,,
20100105,9955,,,,,
20100106,9966,,,,,
20100107,9982,,,,,
20100108,6985,,,,,
20100111,10019,,,,,
20100112,10037,,,,,
20100113,10046,,,,,
20100114,10056,,,,,
20100115,10047,,,,,
20100118,10079,,,,,
20100119,10092,,,,,
20100120,10103,,,,,
20100121,10117,,,,,
20100122,10109,,,,,
20100125,10169,,,,,
20100126,10178,,,,,
20100127,10192,,,,,
20100128,10202,,,,,
20100129,10183,,,,,
20100201,10219,,,,,
20100202,10227,,,,,
20100203,10236,,,,,
20100204,10249,,,,,
20100205,10244,,,,,
20100208,10274,,,,,
20100209,10292,,,,,
20100210,10295,,,,,
20100211,10318,,,,,
20100212,10306,,,,,
20100215,10334,,,,,
20100216,10349,,,,,
20100217,10359,,,,,
20100218,10372,,,,,
20100219,10365,,,,,
20100222,10386,,,,,
20100223,10401,,,,,
20100224,10403,,,,,
20100225,10427,,,,,
20100226,10432,,,,,
20100301,10477,,,,,
20100302,10479,,,,,
20100303,10491,,,,,
20100304,10510,,,,,
20100305,10493,,,,,
20100308,10530,,,,,
20100309,10543,,,,,
20100310,10553,,,,,
20100311,10562,,,,,
20100312,10553,,,,,
20100315,10593,,,,,
20100316,10613,,,,,
20100317,10618,,,,,
20100318,10635,,,,,
20100319,10631,,,,,
20100322,10678,,,,,
20100323,10687,,,,,
20100324,10692,,,,,
20100325,10705,,,,,
20100326,10689,,,,,
20100329,10736,,,,,
20100330,10744,,,,,
20100331,10749,,,,,
20100401,10767,,,,,
20100402,10765,,,,,
20100405,10797,,,,,
20100406,10811,,,,,
20100407,10824,,,,,
20100408,10842,,,,,
20100409,10835,,,,,
20100412,10868,,,,,
20100413,10884,,,,,
20100414,10892,,,,,
20100415,10907,,,,,
20100416,10898,,,,,
20100419,10933,,,,,
20100420,10943,,,,,
20100421,10950,,,,,
20100422,10963,,,,,
20100423,10953,,,,,
20100426,11005,,,,,
20100427,11017,,,,,
20100428,11021,,,,,
20100429,11048,,,,,
20100430,11044,,,,,
20100503,11071,,,,,
20100504,11082,,,,,
20100505,11083,,,,,
20100506,11095,,,,,
20100507,11073,,,,,
20100510,11121,,,,,
20100511,11129,,,,,
20100512,11137,,,,,
20100513,11153,,,,,
20100514,11148,,,,,
20100517,11189,,,,,
20100518,11196,,,,,
20100519,11205,,,,,
20100520,11220,,,,,
20100521,11204,,,,,
20100524,11235,,,,,
20100525,11246,,,,,
20100526,11253,,,,,
20100527,11263,,,,,
20100528,6244,,,,,
20100531,11282,,,,,
20100601,11300,,,,,
20100602,11302,,,,,
20100603,11320,,,,,
20100604,11305,,,,,
20100607,11351,,,,,
20100608,11359,,,,,
20100609,11364,,,,,
20100610,11378,,,,,
20100611,11365,,,,,
20100614,11396,,,,,
20100615,11410,,,,,
20100616,11427,,,,,
20100617,11437,,,,,
20100618,11410,,,,,
20100621,11464,,,,,
20100622,11476,,,,,
20100623,11485,,,,,
20100624,11494,,,,,
20100625,11465,,,,,
20100628,11519,,,,,
20100629,10809,,,,,
20100630,9997,,,,,
20100701,10913,,,,,
20100702,11501,,,,,
20100705,11563,,,,,
20100706,10820,,,,,
20100707,9452,,,,,
20100708,9789,,,,,
20100709,11553,,,,,
20100712,11626,,,,,
20100713,11641,,,,,
20100714,11653,,,,,
20100715,10078,,,,,
20100716,10116,,,,,
20100719,11696,,,,,
20100720,11423,,,,,
20100721,10355,,,,,
20100722,11321,,,,,
20100723,11689,,,,,
20100726,11748,,,,,
20100727,11770,,,,,
20100728,11778,,,,,
20100729,11791,,,,,
20100730,11775,,,,,
20100802,11822,,,,,
20100803,11832,,,,,
20100804,11836,,,,,
20100805,11854,,,,,
20100806,11839,,,,,
20100809,11876,,,,,
20100810,11887,,,,,
20100811,11891,,,,,
20100812,11911,,,,,
20100813,11882,,,,,
20100816,11941,,,,,
20100817,10674,,,,,
20100818,11962,,,,,
20100819,11975,,,,,
20100820,11957,,,,,
20100823,8468,,,,,
20100824,8368,,,,,
20100825,10946,,,,,
20100826,12032,,,,,
20100827,11983,,,,,
20100830,8631,,,,,
20100831,8294,,,,,
20100901,7928,,,,,
20100902,9206,,,,,
20100903,9997,,,,,
20100906,10081,,,,,
20100907,8801,,,,,
20100908,9166,,,,,
20100909,9642,,,,,
20100910,9555,,,,,
20100913,8041,,,,,
20100914,8614,,,,,
20100915,8456,,,,,
20100916,9124,,,,,
20100917,9240,,,,,
20100920,8917,,,,,
20100921,9776,,,,,
20100922,9952,,,,,
20100923,10814,,,,,
20100924,11344,,,,,
20100927,11554,,,,,
20100928,8982,,,,,
20100929,9652,,,,,
20100930,10327,,,,,
20101001,10902,,,,,
20101004,12366,,,,,
20101005,9504,,,,,
20101006,9590,,,,,
20101007,10985,,,,,
20101008,9811,,,,,
20101011,11341,,,,,
20101012,10575,,,,,
20101013,10264,,,,,
20101014,9657,,,,,
20101015,10600,,,,,
20101018,11312,,,,,
20101019,10703,,,,,
20101020,10563,,,,,
20101021,8425,,,,,
20101022,12028,,,,,
20101025,12633,,,,,
20101026,11412,,,,,
20101027,11328,,,,,
20101028,8764,,,,,
20101029,11583,,,,,
20101101,12712,,,,,
20101102,11477,,,,,
20101103,11274,,,,,
20101104,11285,,,,,
20101105,12752,,,,,
20101108,8047,,,,,
20101109,8290,,,,,
20101110,6903,,,,,
20101111,12367,,,,,
20101112,12835,,,,,
20101115,12859,,,,,
20101116,9499,,,,,
20101117,10218,,,,,
20101118,12891,,,,,
20101119,12899,,,,,
20101122,12933,,,,,
20101123,12951,,,,,
20101124,12967,,,,,
20101125,12978,,,,,
20101126,12977,,,,,
20101129,12999,,,,,
20101130,13010,,,,,
20101201,13028,,,,,
20101202,13038,,,,,
20101203,13042,,,,,
20101206,13058,,,,,
20101207,13071,,,,,
20101208,13073,,,,,
20101209,13091,,,,,
20101210,13098,,,,,
20101213,13126,,,,,
20101214,13145,,,,,
20101215,13150,,,,,
20101216,13168,,,,,
20101217,13167,,,,,
20101220,7138,,,,,
20101221,7232,,,,,
20101222,6284,,,,,
20101223,6980,,,,,
20101224,5863,,,,,
20101227,7279,,,,,
20101228,6620,,,,,
20101229,6674,,,,,
20101230,6560,,,,,
20101231,7246,,,,,
20110103,6508,,,,,
20110104,3142,,,,,
20110105,3661,,,,,
20110106,6401,,,,,
20110107,6583,,,,,
20110110,4712,,,,,
20110111,6154,,,,,
20110112,6410,,,,,
20110113,4307,,,,,
20110114,3699,,,,,
20110117,6504,,,,,
20110118,6011,,,,,
20110119,5891,,,,,
20110120,5155,,,,,
20110121,6867,,,,,
20110124,5734,,,,,
20110125,4692,,,,,
20110126,5689,,,,,
20110127,5306,,,,,
20110128,5352,,,,,
20110131,3802,,,,,
20110201,5651,,,,,
20110202,5166,,,,,
20110203,4656,,,,,
20110204,5418,,,,,
20110207,5382,,,,,
20110208,4883,,,,,
20110209,6141,,,,,
20110210,5522,,,,,
20110211,5196,,,,,
20110214,4869,,,,,
20110215,5649,,,,,
20110216,4462,,,,,
20110217,5742,,,,,
20110218,4892,,,,,
20110221,4592,,,,,
20110222,5691,,,,,
20110223,3861,,,,,
20110224,6104,,,,,
20110225,2636,,,,,
20110228,3551,,,,,
20110301,6364,,,,,
20110302,6098,,,,,
20110303,5357,,,,,
20110304,6309,,,,,
20110307,4751,,,,,
20110308,5768,,,,,
20110309,1664,,,,,
20110310,1978,,,,,
20110311,1952,,,,,
20110314,1867,,,,,
20110315,1877,,,,,
20110316,1875,,,,,
20110317,1819,,,,,
20110318,2610,,,,,
20110321,1498,,,,,
20110322,2897,,,,,
20110323,8362,,,,,
20110324,8471,,,,,
20110325,4281,,,,,
20110328,7179,,,,,
20110329,5830,,,,,
20110330,4404,,,,,
20110331,5139,,,,,
20110401,5122,,,,,
20110404,7171,,,,,
20110405,6112,,,,,
20110406,6150,,,,,
20110407,5255,,,,,
20110408,4208,,,,,
20110411,6617,,,,,
20110412,8516,,,,,
20110413,3793,,,,,
20110414,4319,,,,,
20110415,4757,,,,,
20110418,7656,,,,,
20110419,5753,,,,,
20110420,5618,,,,,
20110421,5219,,,,,
20110422,5395,,,,,
20110425,10512,,,,,
20110426,4115,,,,,
20110427,4803,,,,,
20110428,4732,,,,,
20110429,4901,,,,,
20110502,6459,,,,,
20110503,6405,,,,,
20110504,5906,,,,,
20110505,5032,,,,,
20110506,4490,,,,,
20110509,6718,,,,,
20110510,6599,,,,,
20110511,3934,,,,,
20110512,4546,,,,,
20110513,4269,,,,,
20110516,5600,,,,,
20110517,7032,,,,,
20110518,6246,,,,,
20110519,4183,,,,,
20110520,4492,,,,,
20110523,6352,,,,,
20110524,6897,,,,,
20110525,4341,,,,,
20110526,4158,,,,,
20110527,4587,,,,,
20110530,5397,,,,,
20110531,7090,,,,,
20110601,5045,,,,,
20110602,5108,,,,,
20110603,4970,,,,,
20110606,9199,,,,,
20110607,5032,,,,,
20110608,4041,,,,,
20110609,3094,,,,,
20110610,4082,,,,,
20110613,5646,,,,,
20110614,5366,,,,,
20110615,10171,,,,,
20110616,4053,,,,,
20110617,4157,,,,,
20110620,5356,,,,,
20110621,8274,,,,,
20110622,4765,,,,,
20110623,4197,,,,,
20110624,4006,,,,,
20110627,5939,,,,,
20110628,5048,,,,,
20110629,5841,,,,,
20110630,5116,,,,,
20110701,5140,,,,,
20110704,5442,,,,,
20110705,4714,,,,,
20110706,6779,,,,,
20110707,14135,,,,,
20110708,13908,,,,,
20110711,14070,,,,,
20110712,14190,,,,,
20110713,13659,,,,,
20110714,13570,,,,,
20110715,13449,,,,,
20110718,13992,,,,,
20110719,13457,,,,,
20110720,14102,,,,,
20110721,14670,,,,,
20110722,14365,,,,,
20110725,14238,,,,,
20110726,13847,,,,,
20110727,13510,,,,,
20110728,13335,,,,,
20110729,13766,,,,,
20110801,13441,,,,,
20110802,13535,,,,,
20110803,14068,,,,,
20110804,13245,,,,,
20110805,12683,,,,,
20110808,13165,,,,,
20110809,12268,,,,,
20110810,13529,,,,,
20110811,13082,,,,,
20110812,13441,,,,,
20110815,13157,,,,,
20110816,13291,,,,,
20110817,12992,,,,,
20110818,12008,,,,,
20110819,10470,,,,,
20110822,12394,,,,,
20110823,11962,,,,,
20110824,12483,,,,,
20110825,12631,,,,,
20110826,12718,,,,,
20110829,12386,,,,,
20110830,12783,,,,,
20110831,12431,,,,,
20110901,12290,,,,,
20110902,12695,,,,,
20110905,13623,,,,,
20110906,12477,,,,,
20110907,13018,,,,,
20110908,12680,,,,,
20110909,12835,,,,,
20110912,12537,,,,,
20110913,12671,,,,,
20110914,12084,,,,,
20110915,12137,,,,,
20110916,12033,,,,,
20110919,11575,,,,,
20110920,11782,,,,,
20110921,12209,,,,,
20110922,11347,,,,,
20110923,4999,,,,,
20110926,5050,,,,,
20110927,4812,,,,,
20110928,5064,,,,,
20110929,5164,,,,,
20110930,4927,,,,,
20111003,2041,,,,,
20111004,4571,,,,,
20111005,4964,,,,,
20111006,5242,,,,,
20111007,4708,,,,,
20111010,5100,,,,,
20111011,5208,,,,,
20111012,5202,,,,,
20111013,5247,,,,,
20111014,5007,,,,,
20111017,4972,,,,,
20111018,2884,,,,,
20111019,2832,,,,,
20111020,3018,,,,,
20111021,3228,,,,,
20111024,3278,,,,,
20111025,2804,,,,,
20111026,2270,,,,,
20111027,2711,,,,,
20111028,2770,,,,,
20111031,3085,,,,,
20111101,2520,,,,,
20111102,2586,,,,,
20111103,2522,,,,,
20111104,2406,,,,,
20111107,2594,,,,,
20111108,9964,,,,,
20111109,8382,,,,,
20111110,6078,,,,,
20111111,6402,,,,,
20111114,6155,,,,,
20111115,6416,,,,,
20111116,6043,,,,,
20111117,5839,,,,,
20111118,6389,,,,,
20111121,6468,,,,,
20111122,6474,,,,,
20111123,6321,,,,,
20111124,5429,,,,,
20111125,5465,,,,,
20111128,5569,,,,,
20111129,5399,,,,,
20111130,5504,,,,,
20111201,5407,,,,,
20111202,5330,,,,,
20111205,5231,,,,,
20111206,5337,,,,,
20111207,4961,,,,,
20111208,4538,,,,,
20111209,5408,,,,,
20111212,5254,,,,,
20111213,5409,,,,,
20111214,5408,,,,,
20111215,5133,,,,,
20111216,5208,,,,,
20111219,5146,,,,,
20111220,4804,,,,,
20111221,5201,,,,,
20111222,5303,,,,,
20111223,5233,,,,,
20111226,5230,,,,,
20111227,5202,,,,,
20111228,4764,,,,,
20111229,5089,,,,,
20111230,5132,,,,,
20120102,5175,,,,,
20120103,5323,,,,,
20120104,5253,,,,,
20120105,5109,,,,,
20120106,4991,,,,,
20120109,4645,,,,,
20120110,5099,,,,,
20120111,4762,,,,,
20120112,5126,,,,,
20120113,4985,,,,,
20120116,4963,,,,,
20120117,5100,,,,,
20120118,4745,,,,,
20120119,4111,,,,,
20120120,4762,,,,,
20120123,4991,,,,,
20120124,4927,,,,,
20120125,4686,,,,,
20120126,5250,,,,,
20120127,4657,,,,,
20120130,4844,,,,,
20120131,5629,,,,,
20120201,4694,,,,,
20120202,4613,,,,,
20120203,4722,,,,,
20120206,4597,,,,,
20120207,4852,,,,,
20120208,4570,,,,,
20120209,4452,,,,,
20120210,4747,,,,,
20120213,4622,,,,,
20120214,4834,,,,,
20120215,3814,,,,,
20120216,4329,,,,,
20120217,5482,,,,,
20120220,4638,,,,,
20120221,3885,,,,,
20120222,5373,,,,,
20120223,4944,,,,,
20120224,4521,,,,,
20120227,4424,,,,,
20120228,4907,,,,,
20120229,5424,,,,,
20120301,3577,,,,,
20120302,3799,,,,,
20120305,4529,,,,,
20120306,5310,,,,,
20120307,3967,,,,,
20120308,4524,,,,,
20120309,4205,,,,,
20120312,5438,,,,,
20120313,5453,,,,,
20120314,5294,,,,,
20120315,5168,,,,,
20120316,5095,,,,,
20120319,5354,,,,,
20120320,4959,,,,,
20120321,5556,,,,,
20120322,5314,,,,,
20120323,5384,,,,,
20120326,5510,,,,,
20120327,5084,,,,,
20120328,5558,,,,,
20120329,5366,,,,,
20120330,5268,,,,,
20120402,5403,,,,,
20120403,5503,,,,,
20120404,5043,,,,,
20120405,5488,,,,,
20120406,5800,,,,,
20120409,5136,,,,,
20120410,4789,,,,,
20120411,5419,,,,,
20120412,5385,,,,,
20120413,5328,,,,,
20120416,5501,,,,,
20120417,5150,,,,,
20120418,5061,,,,,
20120419,5404,,,,,
20120420,5698,,,,,
20120423,5574,,,,,
20120424,5885,,,,,
20120425,5315,,,,,
20120426,5307,,,,,
20120427,4894,,,,,
20120430,11931,,,,,
20120501,11372,,,,,
20120502,10760,,,,,
20120503,11622,,,,,
20120504,11840,,,,,
20120507,11635,,,,,
20120508,10898,,,,,
20120509,12479,,,,,
20120510,12143,,,,,
20120511,12339,,,,,
20120514,11614,,,,,
20120515,12462,,,,,
20120516,12148,,,,,
20120517,11222,,,,,
20120518,12636,,,,,
20120521,12387,,,,,
20120522,12122,,,,,
20120523,11728,,,,,
20120524,12317,,,,,
20120525,11498,,,,,
20120528,11752,,,,,
20120529,12476,,,,,
20120530,12500,,,,,
20120531,11714,,,,,
20120601,11533,,,,,
20120604,12038,,,,,
20120605,12094,,,,,
20120606,12132,,,,,
20120607,12581,,,,,
20120608,11387,,,,,
20120611,11310,,,,,
20120612,12531,,,,,
20120613,12340,,,,,
20120614,11407,,,,,
20120615,12216,,,,,
20120618,12419,,,,,
20120619,11437,,,,,
20120620,11981,,,,,
20120621,11791,,,,,
20120622,11074,,,,,
20120625,11609,,,,,
20120626,12171,,,,,
20120627,10572,,,,,
20120628,11834,,,,,
20120629,11020,,,,,
20120702,10288,,,,,
20120703,12170,,,,,
20120704,11193,,,,,
20120705,10955,,,,,
20120706,11395,,,,,
20120709,11393,,,,,
20120710,11594,,,,,
20120711,11990,,,,,
20120712,10998,,,,,
20120713,12114,,,,,
20120716,12020,,,,,
20120717,10428,,,,,
20120718,12448,,,,,
20120719,11784,,,,,
20120720,11727,,,,,
20120723,12030,,,,,
20120724,10534,,,,,
20120725,11436,,,,,
20120726,11959,,,,,
20120727,11161,,,,,
20120730,11447,,,,,
20120731,12833,,,,,
20120801,10147,,,,,
20120802,10945,,,,,
20120803,10717,,,,,
20120806,11308,,,,,
20120807,11983,,,,,
20120808,10602,,,,,
20120809,12163,,,,,
20120810,11102,,,,,
20120813,10603,,,,,
20120814,9335,,,,,
20120815,5302,,,,,
20120816,5431,,,,,
20120817,5459,,,,,
20120820,4398,,,,,
20120821,5398,,,,,
20120822,5520,,,,,
20120823,5586,,,,,
20120824,5466,,,,,
20120827,5922,,,,,
20120828,5301,,,,,
20120829,5572,,,,,
20120830,5788,,,,,
20120831,7350,,,,,
20120903,5785,,,,,
20120904,6096,,,,,
20120905,5388,,,,,
20120906,5261,,,,,
20120907,5566,,,,,
20120910,5372,,,,,
20120911,5452,,,,,
20120912,5601,,,,,
20120913,5774,,,,,
20120914,5058,,,,,
20120917,5741,,,,,
20120918,5530,,,,,
20120919,4958,,,,,
20120920,5385,,,,,
20120921,5547,,,,,
20120924,5181,,,,,
20120925,5527,,,,,
20120926,5228,,,,,
20120927,5054,,,,,
20120928,5240,,,,,
20121001,5416,,,,,
20121002,4930,,,,,
20121003,4912,,,,,
20121004,5683,,,,,
20121005,5537,,,,,
20121008,5101,,,,,
20121009,5704,,,,,
20121010,3949,,,,,
20121011,5574,,,,,
20121012,5116,,,,,
20121015,6052,,,,,
20121016,5084,,,,,
